"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"E2f1.1",0.000746943102187736,-0.102493980619056,0.24,0.373,1,"atlas_48h_alh","E2f1"
"CG43736",0.000750693430716461,-0.116636017191725,0.184,0.296,1,"atlas_48h_alh","CG43736"
"RFeSP.1",0.00100714135896366,-0.151467155763256,0.175,0.278,1,"atlas_48h_alh","RFeSP"
"Tpi",0.00104264030674731,-0.450648367688031,0.491,0.628,1,"atlas_48h_alh","Tpi"
"ctp.1",0.00105582411485081,-0.121270582840915,0.763,0.916,1,"atlas_48h_alh","ctp"
"para.1",0.00139859217546249,-0.122834082746922,0.512,0.713,1,"atlas_48h_alh","para"
"Gapdh2.1",0.00198542737345246,-0.399211686135118,0.578,0.743,1,"atlas_48h_alh","Gapdh2"
"sta",0.0021183704506487,-0.128868552387316,0.491,0.685,1,"atlas_48h_alh","sta"
"ND-B12",0.00218403120415861,0.100897087153059,0.221,0.343,1,"atlas_48h_alh","ND-B12"
"RpL15.1",0.00285833555512824,-0.109226715973518,0.491,0.681,1,"atlas_48h_alh","RpL15"
"dpr9.1",0.00299811672504982,-0.100840799838525,0.364,0.504,1,"atlas_48h_alh","dpr9"
"ATPsyngamma.1",0.00330300867605456,-0.104741854696618,0.214,0.318,1,"atlas_48h_alh","ATPsyngamma"
"CASK.1",0.00353113018344471,-0.105674192480239,0.47,0.642,1,"atlas_48h_alh","CASK"
"RpS12.1",0.00450805926330042,-0.133844452745366,0.567,0.768,1,"atlas_48h_alh","RpS12"
"bol",0.00462433180718387,0.14215398062502,0.173,0.273,1,"atlas_48h_alh","bol"
"Fer2LCH.1",0.00544725577026812,0.114295767636261,0.32,0.481,1,"atlas_48h_alh","Fer2LCH"
"RpL23.1",0.00548457757591289,-0.163023705925161,0.631,0.802,1,"atlas_48h_alh","RpL23"
"RpL36A.2",0.00590934550392294,-0.100466816264067,0.525,0.705,1,"atlas_48h_alh","RpL36A"
"Sema1a",0.00593775234229273,0.113388915718433,0.198,0.304,1,"atlas_48h_alh","Sema1a"
"Hsp27.2",0.00678337120684444,-0.246615520968017,0.424,0.544,1,"atlas_48h_alh","Hsp27"
"lola.2",0.00794018594413592,0.101787866667392,0.237,0.354,1,"atlas_48h_alh","lola"
"RpS21.1",0.00825080746634235,-0.118449776185416,0.634,0.808,1,"atlas_48h_alh","RpS21"
"Gapdh1.1",0.0114616172434691,-0.221552393010548,0.525,0.669,1,"atlas_48h_alh","Gapdh1"
"bic.1",0.0176636747497559,0.126881352645039,0.242,0.352,1,"atlas_48h_alh","bic"
"RpS15.1",0.021155959439186,-0.112113033346283,0.624,0.791,1,"atlas_48h_alh","RpS15"
"RpS25.1",0.026340193358691,-0.103613622102134,0.733,0.889,1,"atlas_48h_alh","RpS25"
"ATPsynC.1",0.0366005879902918,0.267134896293381,0.641,0.746,1,"atlas_48h_alh","ATPsynC"
"cpx",0.0376130370584931,0.274200633592579,0.724,0.83,1,"atlas_48h_alh","cpx"
"nmo.1",0.0395085546658071,0.110816218369901,0.364,0.511,1,"atlas_48h_alh","nmo"
"Unr.2",0.0448360657687268,0.155981235520468,0.343,0.477,1,"atlas_48h_alh","Unr"
"RpS29.1",0.0453620367730037,-0.124508700324766,0.654,0.811,1,"atlas_48h_alh","RpS29"
