"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"CG42458",4.79037621962295e-31,-0.179928225419994,0.139,0.354,9.5807524392459e-28
"lncRNA:CR45593",9.92856858973333e-31,0.266799262368094,0.164,0.374,1.98571371794667e-27
"pch2",1.50893848450027e-30,-0.180721883857101,0.194,0.394,3.01787696900054e-27
"capt",1.83478305777938e-30,-0.129175428055863,0.129,0.343,3.66956611555875e-27
"tll",2.65986287978738e-30,0.128041828433168,0.191,0.4,5.31972575957477e-27
"eIF2beta",3.4668034581068e-30,-0.172823974433534,0.484,0.716,6.93360691621361e-27
"CG34445",7.21114743041477e-30,0.10323138603245,0.136,0.352,1.44222948608295e-26
"Sodh-2",1.17956852747102e-29,-0.127643776206403,0.138,0.354,2.35913705494205e-26
"NHP2",2.1798003881529e-29,-0.509030442506824,0.153,0.374,4.3596007763058e-26
"Ae2",2.55701207048596e-29,0.147528732949874,0.195,0.398,5.11402414097192e-26
"RpL31",2.88380180033148e-29,0.372043321801857,0.829,0.835,5.76760360066296e-26
"CG34417",2.91742125260085e-29,-0.197216372061945,0.181,0.393,5.8348425052017e-26
"br",3.83254804324879e-29,-0.97413092020855,0.197,0.45,7.66509608649759e-26
"lncRNA:CR46003",6.91937502751462e-29,-0.163954166805245,0.162,0.372,1.38387500550292e-25
"CG13067",7.57520901670289e-29,0.160629847516895,0.208,0.408,1.51504180334058e-25
"nAChRalpha7",7.96923353060715e-29,-0.486892227485152,0.191,0.215,1.59384670612143e-25
"Inx2",9.62929586442554e-29,-0.12360189068041,0.132,0.343,1.92585917288511e-25
"atl",1.68242269943807e-28,-0.17451596080308,0.197,0.395,3.36484539887614e-25
"SmE",1.74653689191424e-28,0.191859824568976,0.26,0.468,3.49307378382849e-25
"CG32982",3.5231404216461e-28,-0.581786702113749,0.199,0.391,7.04628084329221e-25
"Prosbeta2",3.75746636875704e-28,0.160068278149611,0.218,0.238,7.51493273751408e-25
"RunxA",4.32390369822977e-28,-0.243658590203104,0.101,0.322,8.64780739645955e-25
"kibra",5.88172253450779e-28,0.101685495507927,0.191,0.408,1.17634450690156e-24
"Sirup",8.9082701515977e-28,-0.515090533341754,0.091,0.311,1.78165403031954e-24
"CAH7",9.10065262187431e-28,-0.110347751106491,0.223,0.439,1.82013052437486e-24
"ham",1.72053065900279e-27,-0.104335895368264,0.164,0.375,3.44106131800559e-24
"RnrS",2.06211491050203e-27,0.114789210968908,0.206,0.422,4.12422982100406e-24
"Nplp4",2.21359950578743e-27,0.196326044537498,0.188,0.387,4.42719901157486e-24
"kmr",4.40162117082422e-27,0.185119864113827,0.277,0.496,8.80324234164844e-24
"RpS29",5.00560276158942e-27,0.217345193341756,0.944,0.941,1.00112055231788e-23
"Rx",6.94828049655734e-27,-0.10495100333232,0.128,0.327,1.38965609931147e-23
"arm",7.4086422368912e-27,-0.448067969648609,0.147,0.373,1.48172844737824e-23
"mtt",8.96198551255856e-27,-0.151969950433898,0.146,0.352,1.79239710251171e-23
"toc",2.46094672080663e-26,-0.200852450221695,0.072,0.281,4.92189344161326e-23
"Crz",4.49629422727753e-26,-0.245867792241978,0.085,0.144,8.99258845455506e-23
"RpL8",5.97926928590512e-26,-0.471249873531371,0.679,0.86,1.19585385718102e-22
"FBti0018951",6.00878360979304e-26,-0.192860103421295,0.122,0.18,1.20175672195861e-22
"sens-2",6.7436511830695e-26,0.588845497605418,0.238,0.432,1.3487302366139e-22
"Ubx",8.02586392810601e-26,0.426445167252773,0.164,0.367,1.6051727856212e-22
"CG42268",8.4825490384122e-26,-0.444387595012096,0.106,0.313,1.69650980768244e-22
"sun",1.81394522853173e-25,-0.154344299347554,0.34,0.541,3.62789045706347e-22
"CG13739",1.85996176804688e-25,-0.20146650837652,0.196,0.387,3.71992353609375e-22
"Vmat",2.20481234544272e-25,0.101442465696593,0.166,0.364,4.40962469088545e-22
"RpL3",4.17760849342663e-25,-0.380620409258007,0.6,0.796,8.35521698685326e-22
"AcCoAS",4.39687292060401e-25,-0.105671161135689,0.21,0.41,8.79374584120802e-22
"hoip",6.43043765411943e-25,-0.113999939147867,0.219,0.43,1.28608753082389e-21
"Jafrac1",7.63807015490458e-25,-0.378547796069209,0.516,0.72,1.52761403098092e-21
"CG14434",8.90536520803814e-25,-0.185506930777141,0.142,0.34,1.78107304160763e-21
"CG13252",1.24272235506326e-24,-0.11759126943737,0.194,0.384,2.48544471012651e-21
"nrv3",1.46198649435348e-24,-0.631143622506792,0.44,0.623,2.92397298870697e-21
"ClC-a",1.61456107878868e-24,0.132786097101798,0.101,0.303,3.22912215757737e-21
"CG5151",2.18474807229332e-24,-1.14664395354766,0.109,0.357,4.36949614458664e-21
"rhea",2.74717376697204e-24,0.322322862056757,0.259,0.459,5.49434753394409e-21
"Ldh",3.0583361233e-24,-0.197381041645116,0.528,0.74,6.1166722466e-21
"Rfx",3.12933858855794e-24,-0.119843767007036,0.085,0.286,6.25867717711587e-21
"Shmt",3.91725216740561e-24,-0.142100531077164,0.134,0.332,7.83450433481122e-21
"RpS27",5.11319939933472e-24,0.30394049830443,0.955,0.956,1.02263987986694e-20
"Pvf3",7.44978684001878e-24,-0.188271391976799,0.133,0.335,1.48995736800376e-20
"RpL34a",7.84934426445563e-24,-0.144812044763626,0.271,0.473,1.56986885289113e-20
"CG5934",8.60649955140699e-24,0.152060745591401,0.165,0.376,1.7212999102814e-20
"Uhg2",1.76164106613402e-23,0.224337359036636,0.201,0.402,3.52328213226803e-20
"DIP-theta",1.99128223519975e-23,-0.270405749146299,0.085,0.288,3.98256447039949e-20
"CG32204",2.15595923083074e-23,-0.255696379215353,0.081,0.152,4.31191846166148e-20
"RpS4",2.65875370971518e-23,-0.409808491913928,0.755,0.902,5.31750741943035e-20
"Akr1B",3.46143193192805e-23,0.407852942692341,0.208,0.243,6.9228638638561e-20
"pyd",4.39132950881249e-23,-0.440345059578121,0.174,0.379,8.78265901762497e-20
"spoon",4.54824174735767e-23,-0.13598636843942,0.141,0.347,9.09648349471534e-20
"vg",6.1170466194399e-23,0.259730035421528,0.184,0.375,1.22340932388798e-19
"dpr8",7.00754129327229e-23,-0.223538663650666,0.12,0.319,1.40150825865446e-19
"IA-2",8.03134331315055e-23,-0.382422185102016,0.345,0.544,1.60626866263011e-19
"hth",1.1988162777414e-22,-0.272622304745635,0.45,0.661,2.39763255548281e-19
"rad",1.24539187378632e-22,-0.738043930772198,0.174,0.376,2.49078374757264e-19
"eEF1alpha1",2.24132917932678e-22,0.252901567957373,0.824,0.835,4.48265835865357e-19
"pyr",2.53940612126515e-22,0.544403052069256,0.256,0.45,5.07881224253031e-19
"DIP-alpha",4.11362910913209e-22,-0.291180934140861,0.177,0.359,8.22725821826418e-19
"N",4.66803339248873e-22,0.323982253439251,0.197,0.395,9.33606678497746e-19
"CG5757",7.02678356023609e-22,0.134284464916115,0.071,0.125,1.40535671204722e-18
"baz",1.02021014139434e-21,0.443813378821033,0.233,0.441,2.04042028278869e-18
"psq",1.39379994413804e-21,-0.199392997037243,0.348,0.557,2.78759988827608e-18
"CG43222",1.72275629273624e-21,-1.20950926589191,0.124,0.344,3.44551258547249e-18
"acj6",1.76041988899846e-21,-0.5834392949038,0.181,0.38,3.52083977799692e-18
"DIP-delta",2.56172152639467e-21,-0.330270007433374,0.067,0.277,5.12344305278934e-18
"CG42342",2.70847082204202e-21,0.24462066695464,0.254,0.451,5.41694164408404e-18
"CG8878",3.48513541298222e-21,-0.492885447562228,0.205,0.396,6.97027082596444e-18
"Fer2LCH",3.55070013144743e-21,-0.212758572068233,0.462,0.675,7.10140026289486e-18
"FBti0062856",3.57441824067393e-21,-0.236598322788562,0.133,0.334,7.14883648134785e-18
"msb1l",3.67106525058076e-21,0.117074834979955,0.194,0.389,7.34213050116151e-18
"Pkc53E",3.73601141268464e-21,-0.433984716229541,0.199,0.39,7.47202282536928e-18
"Cyp28a5",4.95689853085674e-21,0.123578084459162,0.121,0.275,9.91379706171349e-18
"CG42232",6.03679006184886e-21,-0.506364917733552,0.146,0.197,1.20735801236977e-17
"ase",8.62561500247764e-21,0.207098312583711,0.206,0.419,1.72512300049553e-17
"Nap1",1.11833255627052e-20,-0.368547175163334,0.182,0.399,2.23666511254105e-17
"Msp300",1.69118175038803e-20,-0.756751334679549,0.206,0.45,3.38236350077606e-17
"RpS25",1.77739944110465e-20,0.19582228684857,0.941,0.935,3.5547988822093e-17
"lncRNA:CR30009",1.81253205180208e-20,0.398164599013014,0.208,0.412,3.62506410360417e-17
"HnRNP-K",1.86958305527539e-20,-0.264022428598734,0.206,0.412,3.73916611055079e-17
"path",2.0412716436459e-20,-0.165887121244984,0.268,0.467,4.08254328729179e-17
"Chd1",2.41313082602357e-20,0.16230377964665,0.166,0.214,4.82626165204714e-17
"Fkbp59",3.06989678276317e-20,-0.155471863603477,0.169,0.22,6.13979356552633e-17
"wun",3.3518513083543e-20,-0.122823069518839,0.145,0.337,6.7037026167086e-17
"CG6310",4.08131422435811e-20,-0.106640687777448,0.089,0.294,8.16262844871622e-17
"Ptp61F",4.38634556682116e-20,-0.244958590998363,0.174,0.226,8.77269113364232e-17
"Rab6",4.80193472243854e-20,-0.443152766684578,0.116,0.317,9.60386944487708e-17
"RR48373-transposable-element",1.04547049089656e-19,0.315857771224503,0.191,0.227,2.09094098179311e-16
"Fas3",3.05330942126374e-19,0.776403732189054,0.221,0.414,6.10661884252747e-16
"RpL32",3.23304344289008e-19,0.397487629811113,0.879,0.906,6.46608688578015e-16
"CG12065",3.58897595952535e-19,0.297913410596528,0.232,0.424,7.1779519190507e-16
"CG31690",4.94892625812963e-19,0.334571435489925,0.128,0.32,9.89785251625926e-16
"mgl",5.22352580328582e-19,-0.487699879107473,0.18,0.228,1.04470516065716e-15
"CanB",5.90599830493126e-19,-1.15822288037898,0.202,0.391,1.18119966098625e-15
"CG13229",5.91106067394744e-19,-0.118270962578596,0.182,0.385,1.18221213478949e-15
"trn",8.78988437363922e-19,-0.1929893743395,0.568,0.781,1.75797687472784e-15
"Tollo",9.28982301019247e-19,-0.127334106705895,0.15,0.342,1.85796460203849e-15
"alphaTub84B",1.30034004514666e-18,-0.383143694348132,0.578,0.744,2.60068009029331e-15
"Rack1",1.89546168393552e-18,-0.191215744835425,0.498,0.7,3.79092336787105e-15
"GstD1",2.17067590625009e-18,-0.273667807783265,0.2,0.396,4.34135181250017e-15
"Stt3B",3.1458950221695e-18,-0.234944428117048,0.128,0.319,6.29179004433901e-15
"Lsd-2",5.90911950838054e-18,-0.262055964282876,0.121,0.322,1.18182390167611e-14
"Non3",6.39685478647777e-18,0.146018097751458,0.208,0.407,1.27937095729555e-14
"fabp",7.34934048865867e-18,-0.42081843139695,0.516,0.701,1.46986809773173e-14
"fru",8.11633426850932e-18,-0.23993155963,0.193,0.387,1.62326685370186e-14
"SIFa",9.07602816874044e-18,-0.334382300975772,0.092,0.285,1.81520563374809e-14
"chinmo",9.10620339406086e-18,-0.309526299231867,0.475,0.664,1.82124067881217e-14
"bic",9.80926661664895e-18,-0.210886366713551,0.393,0.589,1.96185332332979e-14
"Gat",1.29860100993308e-17,0.129391726888303,0.155,0.339,2.59720201986616e-14
"CG32032",1.63043357630377e-17,-0.115038349720322,0.076,0.276,3.26086715260755e-14
"Ms",1.97982038488928e-17,-0.214900016254795,0.137,0.319,3.95964076977855e-14
"l(3)05822",2.57880965285234e-17,-0.108016540754523,0.107,0.179,5.15761930570469e-14
"Yip1d1",4.48195889118081e-17,-0.110977883060322,0.199,0.39,8.96391778236162e-14
"Cyt-b5",5.1954691125517e-17,-0.148405314312093,0.089,0.287,1.03909382251034e-13
"eEF1beta",6.82008207662485e-17,-0.302364139473519,0.397,0.586,1.36401641532497e-13
"Eip55E",8.65275223941461e-17,-0.155779460074739,0.125,0.189,1.73055044788292e-13
"otp",1.3249603796306e-16,0.115810773888206,0.098,0.274,2.64992075926121e-13
"pdm3",1.50297664910898e-16,-0.523653720692577,0.076,0.16,3.00595329821796e-13
"SCaMC",1.59465528055314e-16,-0.117377010911052,0.075,0.276,3.18931056110629e-13
"Vha36-3",1.68367355907213e-16,0.101878256739984,0.108,0.279,3.36734711814426e-13
"Lmpt",1.91112901284346e-16,-0.192598474008977,0.195,0.372,3.82225802568692e-13
"RpS21",2.01476135740414e-16,0.140922298678293,0.942,0.942,4.02952271480828e-13
"Dl",2.03860827885278e-16,0.419214357799621,0.227,0.414,4.07721655770556e-13
"tup",2.57173923701242e-16,-0.137445884592455,0.193,0.369,5.14347847402484e-13
"CG30172",3.45208104178384e-16,-1.14255076726104,0.243,0.44,6.90416208356768e-13
"Idgf4",3.52213894557868e-16,-0.130504247971031,0.165,0.349,7.04427789115736e-13
"Cad87A",3.56514326745721e-16,-0.342122497579663,0.183,0.354,7.13028653491442e-13
"CG13124",4.13670809560975e-16,-0.195967182481055,0.206,0.384,8.27341619121949e-13
"RpL7A",6.65737750431659e-16,-0.308631984341448,0.658,0.821,1.33147550086332e-12
"CG9344",7.49723379345908e-16,0.299320696431965,0.228,0.408,1.49944675869182e-12
"Prosalpha4",7.72665590258389e-16,-0.164566158745454,0.154,0.337,1.54533118051678e-12
"scu",1.0337939183748e-15,-0.15480163579887,0.212,0.392,2.0675878367496e-12
"eEF2",1.23217863485636e-15,-0.261928832871452,0.285,0.476,2.46435726971272e-12
"AANAT1",1.38707565189502e-15,-0.263394076600137,0.098,0.167,2.77415130379004e-12
"CG7685",1.61044147538999e-15,0.111516141695179,0.134,0.324,3.22088295077998e-12
"NK7.1",2.07208459257462e-15,-0.351902113290665,0.102,0.296,4.14416918514924e-12
"Oaz",2.07469474810134e-15,-0.190191038039931,0.093,0.172,4.14938949620268e-12
"oc",4.93656859706943e-15,-0.394551333324724,0.159,0.342,9.87313719413886e-12
"Gdh",5.50075868573156e-15,-0.111832971544269,0.16,0.343,1.10015173714631e-11
"slv",8.63724394443486e-15,0.110958437019431,0.168,0.34,1.72744878888697e-11
"E(spl)m8-HLH",9.63021450699784e-15,1.67282885913565,0.434,0.499,1.92604290139957e-11
"grh",1.09742877782831e-14,-0.203044051456508,0.208,0.404,2.19485755565663e-11
"Rpe",1.42933864718992e-14,0.117403886373454,0.104,0.176,2.85867729437984e-11
"RpL10",2.17691016348228e-14,-0.340839670473245,0.788,0.9,4.35382032696456e-11
"lncRNA:roX2",2.4269452784153e-14,0.419140222088902,0.203,0.236,4.8538905568306e-11
"ci",2.51176515174686e-14,-0.141728882841152,0.144,0.328,5.02353030349373e-11
"SP1173",2.65916378544982e-14,-0.494802593851081,0.179,0.359,5.31832757089963e-11
"CG8223",3.18233777552408e-14,-0.66160649763374,0.154,0.332,6.36467555104817e-11
"Cks30A",3.32992730634422e-14,-0.110187703211524,0.074,0.165,6.65985461268843e-11
"Mgstl",4.23287366060752e-14,-0.244776050052757,0.166,0.344,8.46574732121505e-11
"CG4467",5.60794676028202e-14,-0.691003573655332,0.158,0.367,1.1215893520564e-10
"RpS20",6.99882291451748e-14,0.221634112982119,0.847,0.863,1.3997645829035e-10
"smt3",7.50523845130109e-14,-0.329182349304026,0.911,0.973,1.50104769026022e-10
"CG9331",1.60036759632638e-13,-0.185787570913839,0.167,0.354,3.20073519265277e-10
"Jupiter",2.00535260836035e-13,-0.289542146929882,0.276,0.462,4.01070521672069e-10
"pb",6.64088547069043e-13,-0.102497678511421,0.12,0.301,1.32817709413809e-09
"SK",8.2564888482089e-13,-1.12638453905347,0.21,0.394,1.65129776964178e-09
"alrm",9.60441195122846e-13,0.125636050146289,0.178,0.349,1.92088239024569e-09
"LRP1",1.39635656187833e-12,-0.105807847583249,0.162,0.335,2.79271312375666e-09
"CG5590",1.49024719992447e-12,-0.133384240568082,0.084,0.269,2.98049439984895e-09
"hkb",1.97630650132868e-12,0.590941039461564,0.146,0.204,3.95261300265737e-09
"Ptp36E",2.07890856375937e-12,-0.33470353883921,0.098,0.185,4.15781712751874e-09
"RpL19",2.08723024558724e-12,-0.254074066725045,0.735,0.87,4.17446049117447e-09
"CG1416",2.0898905831972e-12,0.121624429502885,0.149,0.323,4.17978116639439e-09
"RIOK2",2.11520023737925e-12,0.139718217589493,0.184,0.372,4.2304004747585e-09
"Octbeta1R",2.21101120293329e-12,0.122991263951647,0.211,0.385,4.42202240586657e-09
"wdp",2.59971793084734e-12,0.160802568497695,0.198,0.376,5.19943586169467e-09
"fd59A",3.26232114842481e-12,-0.236102872831314,0.167,0.346,6.52464229684962e-09
"eys",3.62835048930555e-12,-0.882485075131198,0.135,0.323,7.2567009786111e-09
"RpL5",3.88854537128001e-12,-0.192882890885088,0.578,0.75,7.77709074256001e-09
"beat-Ib",4.61906918921486e-12,-0.323028436318451,0.133,0.304,9.23813837842972e-09
"beat-VI",4.66805215667247e-12,-0.261943578125963,0.091,0.272,9.33610431334494e-09
"CG15765",5.1506864516907e-12,-0.488853687201781,0.129,0.208,1.03013729033814e-08
"Chd64",7.58297544748883e-12,0.122797980804899,0.175,0.243,1.51659508949777e-08
"CG43324",8.18771125499642e-12,-0.883757793641976,0.124,0.314,1.63754225099928e-08
"RpS14a",8.53067196599277e-12,-0.191139079884032,0.648,0.82,1.70613439319855e-08
"Fim",1.02278837605894e-11,-0.561908128996233,0.287,0.456,2.04557675211789e-08
"DopEcR",1.45168694713215e-11,-0.391645291079838,0.134,0.207,2.90337389426429e-08
"RpL34b",1.52719333459692e-11,-0.27139189877661,0.616,0.77,3.05438666919384e-08
"Frq1",1.5541044717579e-11,-0.161704949868761,0.197,0.367,3.1082089435158e-08
"Sam-S",1.81500022703054e-11,-0.40319281493567,0.191,0.259,3.63000045406109e-08
"mRpL18",1.83817760476015e-11,-0.144332250915579,0.153,0.229,3.67635520952031e-08
"sna",1.86325385775846e-11,0.725980240880844,0.203,0.385,3.72650771551693e-08
"mRpL39",1.92142897095899e-11,-0.122106967957734,0.19,0.357,3.84285794191799e-08
"fuss",2.94518235968006e-11,-0.155919593265256,0.169,0.328,5.89036471936013e-08
"RR46358-transposable-element",2.97290143029118e-11,-0.112423103142072,0.137,0.212,5.94580286058236e-08
"RpL35",3.19974631235641e-11,0.246693714184123,0.697,0.725,6.39949262471282e-08
"Pgant9",3.62482213482484e-11,-0.57224014458893,0.161,0.329,7.24964426964968e-08
"CG9643",3.89435694550295e-11,-0.139728947672715,0.109,0.29,7.78871389100589e-08
"rpr",4.1564213073426e-11,0.299758223519169,0.166,0.348,8.31284261468519e-08
"Taldo",5.90653390011772e-11,-0.103951188102659,0.108,0.182,1.18130678002354e-07
"hid",8.76442872320252e-11,-0.180579767624514,0.066,0.254,1.7528857446405e-07
"CG17778",1.061947461017e-10,-0.146460015164949,0.095,0.188,2.123894922034e-07
"sca",1.27964903770851e-10,-0.452874076279173,0.124,0.305,2.55929807541703e-07
"RpL36A",1.40629083596917e-10,0.14035066956265,0.835,0.871,2.81258167193834e-07
"RpLP0-like",1.42879122734263e-10,-0.227020721514017,0.129,0.306,2.85758245468526e-07
"nrv2",1.58480040480505e-10,0.284018704641098,0.241,0.41,3.16960080961011e-07
"para",1.68012872915859e-10,-0.482722063086016,0.23,0.408,3.36025745831719e-07
"CG30197",1.69931352777116e-10,0.147753954672722,0.113,0.288,3.39862705554232e-07
"CG3164",1.76146282527315e-10,0.153782038559768,0.139,0.21,3.52292565054631e-07
"Atxn7",1.85987907363314e-10,-0.183935066843895,0.089,0.268,3.71975814726629e-07
"RpL14",1.8645599847375e-10,0.188481239428334,0.818,0.856,3.729119969475e-07
"Eip93F",2.00167915106074e-10,-0.59384653262247,0.114,0.209,4.00335830212148e-07
"pan",2.01546553599046e-10,-0.922537223029285,0.118,0.316,4.03093107198091e-07
"cdi",2.16994626559246e-10,-0.289536765305423,0.649,0.815,4.33989253118493e-07
"side-III",2.24959304500919e-10,-0.362849461052168,0.147,0.318,4.49918609001838e-07
"Moe",2.84704757085583e-10,-0.482679055019696,0.223,0.396,5.69409514171165e-07
"bon",3.86980207191554e-10,-0.183076044217761,0.077,0.161,7.73960414383109e-07
"Dscam2",5.2296278113557e-10,-0.504116914046322,0.114,0.295,1.04592556227114e-06
"Pal1",5.56037020816521e-10,-0.17489585797518,0.131,0.308,1.11207404163304e-06
"l(2)37Cc",1.11362972826473e-09,-0.194694631337674,0.184,0.352,2.22725945652945e-06
"Fife",1.35501335669641e-09,-0.240700710640685,0.113,0.292,2.71002671339283e-06
"sick",1.44833967192976e-09,-0.174507513684492,0.298,0.468,2.89667934385951e-06
"shrb",1.83419786977887e-09,-0.229089390499008,0.165,0.239,3.66839573955775e-06
"Scsalpha1",1.91382607224606e-09,0.220359175440094,0.227,0.295,3.82765214449212e-06
"Pp1alpha-96A",2.35047062992799e-09,-0.563727473467104,0.172,0.349,4.70094125985598e-06
"CG9691",3.12663801983922e-09,0.175837077707462,0.12,0.276,6.25327603967843e-06
"RpS28b",3.15094046836708e-09,0.24800168790579,0.79,0.83,6.30188093673417e-06
"CG14411",3.15270482176451e-09,-0.136256609673659,0.073,0.245,6.30540964352902e-06
"Unc-76",4.04952512794449e-09,-0.185863179598213,0.169,0.24,8.09905025588897e-06
"CG11790",4.62051966263658e-09,0.156950266140546,0.161,0.237,9.24103932527316e-06
"fax",5.2087168811492e-09,0.130502215079045,0.968,0.975,1.04174337622984e-05
"CG17982",6.64188228837135e-09,0.195949914634893,0.179,0.253,1.32837645767427e-05
"Tl",6.72575456690994e-09,-0.554657505966324,0.039,0.23,1.34515091338199e-05
"nkd",7.17077995723305e-09,0.311707520430486,0.442,0.604,1.43415599144661e-05
"CG43737",8.68758610479682e-09,-1.13103070509739,0.171,0.347,1.73751722095936e-05
"aurB",9.31247499799364e-09,0.18372459784112,0.107,0.275,1.86249499959873e-05
"GluRIA",9.75901897587638e-09,-0.562074082383085,0.188,0.353,1.95180379517528e-05
"CG1890",9.79549412942356e-09,0.273248797416997,0.202,0.276,1.95909882588471e-05
"Cbp53E",1.17354159049621e-08,-0.229466410792836,0.232,0.395,2.34708318099243e-05
"OtopLc",1.21214470009184e-08,-0.119805343762474,0.094,0.176,2.42428940018369e-05
"26-29-p",1.23552670343886e-08,-0.242999836976511,0.083,0.254,2.47105340687772e-05
"CG8545",1.34259270599046e-08,-0.220592284549141,0.117,0.289,2.68518541198093e-05
"Ssrp",2.12359407434624e-08,-0.159864104608046,0.177,0.342,4.24718814869248e-05
"Drat",2.3260775392528e-08,0.205462841430944,0.435,0.607,4.65215507850559e-05
"RpS30",2.67303923868494e-08,0.157874413584785,0.797,0.835,5.34607847736988e-05
"hbn",2.71330356362549e-08,-0.221708635945594,0.195,0.362,5.42660712725098e-05
"Ald1",3.21068852595074e-08,0.134484298889445,0.439,0.586,6.42137705190147e-05
"P32",3.39755158266999e-08,-0.229657397365925,0.138,0.304,6.79510316533998e-05
"sgg",4.09566511774419e-08,-0.421845149909172,0.191,0.357,8.19133023548838e-05
"O-fut2",4.19390676349762e-08,-0.26873682613762,0.091,0.191,8.38781352699524e-05
"Nrg",6.25365410208706e-08,-0.11960434852146,0.651,0.803,0.000125073082041741
"santa-maria",9.03386924938891e-08,-0.243142656211197,0.219,0.376,0.000180677384987778
"abd-A",9.3809676650192e-08,1.07345236211506,0.254,0.406,0.000187619353300384
"Glg1",1.04349313172586e-07,-0.128903282902082,0.137,0.217,0.000208698626345171
"RpL9",1.08571597319271e-07,-0.157874472638686,0.571,0.719,0.000217143194638542
"Acbp2",1.1450889539112e-07,0.27327835227876,0.234,0.385,0.000229017790782239
"CG34228",1.25007123803578e-07,0.216940617176854,0.208,0.359,0.000250014247607156
"RpL40",1.47590339496265e-07,0.105743673376319,0.871,0.892,0.00029518067899253
"loqs",1.83154882795188e-07,-0.107499597169671,0.065,0.235,0.000366309765590377
"Set",1.99621931214408e-07,0.388800928125744,0.281,0.343,0.000399243862428816
"MFS9",1.99657577579413e-07,0.39287600069196,0.285,0.44,0.000399315155158827
"CG13096",2.1029456977444e-07,-0.110640592651217,0.158,0.24,0.00042058913954888
"fne",2.17878804126562e-07,-0.178805806660242,0.661,0.784,0.000435757608253125
"beat-IIIc",2.28084484461805e-07,-0.259095282693861,0.205,0.369,0.00045616896892361
"Idh",2.29327180204217e-07,-0.34418421174286,0.146,0.228,0.000458654360408433
"CG34293",2.66043184979031e-07,-0.109249732181577,0.161,0.321,0.000532086369958062
"stg",2.69141235168035e-07,1.34014180610567,0.561,0.642,0.00053828247033607
"Tis11",3.05538457505196e-07,0.101749407351691,0.172,0.34,0.000611076915010392
"His2Av",3.0619156424021e-07,0.453681346765845,0.3,0.446,0.000612383128480421
"CG12547",3.73150259797953e-07,-0.109227850295127,0.156,0.244,0.000746300519595906
"awd",3.95780670800386e-07,-0.251349277261076,0.763,0.848,0.000791561341600772
"elm",4.09370139512447e-07,-0.126742873610254,0.133,0.293,0.000818740279024894
"CG46339",4.79280065336331e-07,-0.190736111757762,0.148,0.235,0.000958560130672662
"mirr",6.72116686455288e-07,0.636588291993835,0.286,0.426,0.00134423337291058
"RpL29",8.6945145776686e-07,0.116324857365567,0.964,0.984,0.00173890291553372
"lncRNA:CR46004",9.11256383423958e-07,-0.102945475499004,0.071,0.247,0.00182251276684792
"GstT1",1.10592648478659e-06,-0.128683536226041,0.085,0.252,0.00221185296957319
"dac",1.4354018861076e-06,-0.422871626567784,0.166,0.252,0.0028708037722152
"skl",1.55853023575403e-06,0.745300487596991,0.179,0.333,0.00311706047150806
"rdgA",1.8787400926055e-06,-0.292324573405367,0.174,0.32,0.00375748018521101
"Nup358",2.1239753549298e-06,-0.535825645027181,0.135,0.227,0.00424795070985961
"stau",3.42594857197156e-06,-0.390976590463549,0.195,0.342,0.00685189714394312
"Btk29A",4.14281958443009e-06,0.486810891857907,0.35,0.399,0.00828563916886018
"egr",4.34546888720909e-06,0.254036156012646,0.118,0.216,0.00869093777441817
"Hsp60A",4.48876035176543e-06,-0.202995209556351,0.131,0.288,0.00897752070353085
"CG4281",4.53699917457579e-06,-0.120361533644532,0.119,0.285,0.00907399834915157
"RpS3A",4.73961105037498e-06,-0.252661560456954,0.582,0.713,0.00947922210074996
"Atpalpha",4.98390942002729e-06,-0.113440870435594,0.327,0.481,0.00996781884005459
"Ilp7",4.98560435781708e-06,0.342343527559533,0.052,0.123,0.00997120871563417
"Wnt10",5.19345957875908e-06,-0.187290479080191,0.047,0.187,0.0103869191575182
"how",5.81003323682344e-06,0.163324832514409,0.131,0.294,0.0116200664736469
"AstC-R2",5.982875954245e-06,-0.636243338635428,0.163,0.253,0.01196575190849
"mRpS29",6.38943317953699e-06,-0.139353388121429,0.101,0.269,0.012778866359074
"nerfin-2",6.43436358347898e-06,-0.10101032463589,0.153,0.303,0.012868727166958
"RpL12",7.01150488084502e-06,-0.335133024316199,0.713,0.836,0.01402300976169
"Sox21b",7.37256837439935e-06,-0.175612280076317,0.033,0.149,0.0147451367487987
"CG10576",7.54643610928784e-06,0.176118546286025,0.15,0.238,0.0150928722185757
"ptc",7.89125399200948e-06,0.902422506003605,0.212,0.373,0.015782507984019
"RpL30",8.29056680737892e-06,0.236226151370814,0.752,0.817,0.0165811336147578
"twit",9.62840249249897e-06,0.329395928216569,0.19,0.345,0.0192568049849979
"CycA",1.0284520765968e-05,0.273178203862238,0.161,0.251,0.0205690415319359
"Ost48",1.13021776461008e-05,0.146573929934375,0.213,0.286,0.0226043552922016
"AnxB9",1.38908370367899e-05,0.156809909904942,0.224,0.303,0.0277816740735798
"e(r)",2.07614720794265e-05,-0.187696006740027,0.251,0.401,0.041522944158853
"vig2",2.12507238193479e-05,0.119774498593473,0.206,0.286,0.0425014476386958
"mld",2.17330823716771e-05,-0.234218010581579,0.151,0.309,0.0434661647433541
"CG15536",2.26801783440775e-05,0.193029431067542,0.12,0.278,0.0453603566881549
