"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Nrg",8.31848690777895e-88,-1.02887724958721,0.776,0.812,1.66369738155579e-84
"Pura",1.40136865368704e-87,0.854429800952849,0.39,0.256,2.80273730737407e-84
"lncRNA:CR44272",2.12318368465557e-87,-0.529631316992998,0.195,0.304,4.24636736931114e-84
"ham",3.18190117640184e-86,0.849262695638139,0.365,0.229,6.36380235280367e-83
"ocm",9.08715363709089e-86,0.103176393754158,0.239,0.104,1.81743072741818e-82
"Bacc",1.398458338102e-85,-0.600774113816465,0.897,0.895,2.796916676204e-82
"Rx",4.53886643137641e-85,0.110861257032964,0.315,0.177,9.07773286275281e-82
"Psn",4.74257145157313e-85,0.378873326517969,0.405,0.27,9.48514290314626e-82
"CG6044",4.92046182035543e-85,0.805508360010654,0.369,0.222,9.84092364071086e-82
"E(spl)mgamma-HLH",8.76161504260141e-85,0.89921451490609,0.673,0.498,1.75232300852028e-81
"Dhfr",3.74900139629251e-84,0.190374458623394,0.303,0.164,7.49800279258502e-81
"jeb",4.1500587398012e-83,0.426835819316579,0.445,0.297,8.3001174796024e-80
"CG9993",1.64085940978268e-81,-0.112548359875177,0.276,0.144,3.28171881956535e-78
"WRNexo",9.45839798783351e-81,1.05558483502032,0.374,0.229,1.8916795975667e-77
"RpS5b",4.86638186647735e-80,0.175279087419485,0.298,0.17,9.7327637329547e-77
"La",1.47325471036202e-79,0.112409637271959,0.317,0.162,2.94650942072403e-76
"CG13690",5.66413721470805e-79,0.936931224080378,0.433,0.307,1.13282744294161e-75
"Msp300",8.82040152712572e-79,0.2436470603486,0.564,0.35,1.76408030542514e-75
"CG42806",1.89274320859349e-78,0.85704538417841,0.541,0.375,3.78548641718697e-75
"Rbp6",1.97568069523705e-78,0.370059573672489,0.616,0.414,3.95136139047409e-75
"Cyt-b5",3.00259937636891e-78,0.198966517134192,0.393,0.224,6.00519875273783e-75
"CBP",4.27109204014865e-77,0.590315751957702,0.473,0.308,8.5421840802973e-74
"Gp150",2.46180873281035e-76,0.221172108975593,0.274,0.135,4.92361746562069e-73
"CrebA",2.70536312419194e-76,0.288695427995184,0.321,0.209,5.41072624838389e-73
"Rcc1",1.35989702690506e-75,0.332630339972169,0.348,0.203,2.71979405381011e-72
"Pex7",2.13893760114191e-75,-1.24279722312499,0.277,0.364,4.27787520228382e-72
"CG3847",6.43457903471321e-75,0.113525996838609,0.301,0.166,1.28691580694264e-71
"PCNA",2.36404517082536e-74,0.79384471115477,0.491,0.315,4.72809034165073e-71
"Dl",5.32686000982737e-74,-0.249430061665012,0.204,0.321,1.06537200196547e-70
"CG42342",1.3954036923856e-73,-0.910338113347312,0.228,0.358,2.7908073847712e-70
"dpr17",1.4680918162451e-73,0.10179674341953,0.331,0.198,2.93618363249021e-70
"CG6218",1.62934827439653e-73,-0.124225735840166,0.174,0.273,3.25869654879307e-70
"p23",4.81442398392045e-73,0.5045750403563,0.738,0.524,9.62884796784089e-70
"CG13678",1.02622514713527e-72,-0.22943789096596,0.174,0.277,2.05245029427053e-69
"ken",7.63119095697565e-71,0.279483346531469,0.457,0.32,1.52623819139513e-67
"His2Av",1.45453430999305e-70,0.476663370633176,0.689,0.454,2.9090686199861e-67
"CG42709",2.87289865166264e-70,0.732031651224003,0.368,0.25,5.74579730332528e-67
"Hsc70-4",3.4911198574087e-69,0.515789529672331,0.744,0.548,6.9822397148174e-66
"dup",6.51629020666086e-69,0.656201197293869,0.358,0.238,1.30325804133217e-65
"RpL22",3.73817536681246e-68,0.271002918084655,0.502,0.33,7.47635073362492e-65
"Tl",4.0098594695108e-68,0.236137067340868,0.261,0.131,8.0197189390216e-65
"Pyroxd1",1.26855691389018e-67,0.234194163104837,0.142,0.233,2.53711382778037e-64
"snRNA:U12",1.37619699165802e-67,0.127958601179205,0.33,0.22,2.75239398331604e-64
"Idh",1.47848885761818e-67,0.314997441986431,0.334,0.202,2.95697771523636e-64
"Ace",9.97539904937037e-67,0.187381941843485,0.41,0.284,1.99507980987407e-63
"Oatp74D",1.98567989353822e-66,0.182467090804535,0.4,0.243,3.97135978707644e-63
"pan",1.75164342590588e-65,0.259599644932666,0.356,0.2,3.50328685181176e-62
"Invadolysin",3.15210465281011e-65,-0.122885834181455,0.146,0.237,6.30420930562021e-62
"jbug",5.78062569547221e-65,0.322868731186295,0.158,0.251,1.15612513909444e-61
"CG31690",9.12540624664009e-65,-0.237622582143096,0.3,0.175,1.82508124932802e-61
"mira",4.72303688413573e-64,0.540374925051066,0.438,0.267,9.44607376827146e-61
"Hex-A",5.34259048797535e-64,0.541760466020521,0.585,0.407,1.06851809759507e-60
"Tctp",8.70316108731402e-64,0.432364607899355,0.693,0.514,1.7406322174628e-60
"nkd",2.04743859854422e-63,0.63280366312068,0.519,0.359,4.09487719708844e-60
"cdi",1.08301903337211e-62,-0.829460169075067,0.765,0.806,2.16603806674422e-59
"EndoA",1.08898484247719e-62,0.242558345835746,0.391,0.236,2.17796968495439e-59
"RapGAP1",2.31325746617193e-62,0.164057601391634,0.612,0.424,4.62651493234386e-59
"Nop60B",2.41438918597514e-62,0.423821003252874,0.513,0.352,4.82877837195028e-59
"Hsp68",3.76719931070789e-62,-0.498858140204413,0.258,0.389,7.53439862141578e-59
"Lsm10",4.64744374869804e-62,0.134437631335451,0.139,0.228,9.29488749739608e-59
"betaCOP",1.31204317954242e-61,0.123781724560122,0.312,0.209,2.62408635908484e-58
"bi",2.3534589127546e-61,0.322493047101024,0.655,0.454,4.7069178255092e-58
"scramb1",5.33209671643086e-61,0.320438065711284,0.351,0.26,1.06641934328617e-57
"RR48373-transposable-element",1.28847951739389e-60,-0.163548724261542,0.367,0.227,2.57695903478777e-57
"Mcm2",4.79328564328576e-60,0.342491741789234,0.316,0.209,9.58657128657151e-57
"ct",5.7086318199352e-60,-0.932091972265487,0.551,0.641,1.14172636398704e-56
"RnrL",8.51443025241838e-60,0.819462416835046,0.309,0.163,1.70288605048368e-56
"fz2",1.09017704216835e-59,0.16232003463997,0.627,0.425,2.1803540843367e-56
"alrm",2.3037977557864e-59,-0.145115987577179,0.278,0.165,4.60759551157281e-56
"slp2",2.38649254106854e-59,0.157569848512719,0.271,0.159,4.77298508213708e-56
"CG11267",5.06533996188479e-59,0.306477621566204,0.498,0.351,1.01306799237696e-55
"tai",8.17382863441942e-59,0.76894734675615,0.603,0.43,1.63476572688388e-55
"trv",1.72909814341931e-58,0.352573604039317,0.616,0.459,3.45819628683862e-55
"Moe",1.74686116146716e-58,0.562503477262386,0.47,0.319,3.49372232293433e-55
"Psi",2.24184843138446e-58,0.248580586054642,0.434,0.286,4.48369686276891e-55
"snu",2.2906027095477e-58,0.131254575549345,0.322,0.227,4.5812054190954e-55
"Sam-S",6.21543204131128e-58,0.416960321335277,0.305,0.173,1.24308640826226e-54
"jigr1",1.82331576875006e-57,0.465229068915785,0.611,0.452,3.64663153750012e-54
"AnxB11",6.89925461829199e-57,0.108774100810126,0.325,0.203,1.3798509236584e-53
"brk",7.443867077622e-57,0.68474791668134,0.376,0.269,1.4887734155244e-53
"pr",2.22807372069361e-56,0.173078098244811,0.27,0.152,4.45614744138722e-53
"Mcm5",2.58509425357293e-56,0.193625757736222,0.14,0.215,5.17018850714587e-53
"CNBP",3.109953950416e-56,0.395734243367593,0.975,0.897,6.21990790083201e-53
"CG8289",3.38484698301949e-56,-0.314043425308129,0.365,0.237,6.76969396603898e-53
"hdc",5.70855126775143e-56,-0.638356913058468,0.819,0.812,1.14171025355029e-52
"vvl",9.48425693801019e-56,-1.22068987769302,0.315,0.425,1.89685138760204e-52
"kay",1.32348643739791e-55,-0.106532196760861,0.307,0.186,2.64697287479582e-52
"Cbp53E",2.53412636286205e-55,0.109107485711148,0.418,0.283,5.06825272572409e-52
"eg",6.35626308647679e-55,-0.424191932036615,0.231,0.297,1.27125261729536e-51
"Fkbp59",8.47382185661492e-55,0.111213216673859,0.351,0.226,1.69476437132299e-51
"RpL13",3.40337447234204e-54,0.377478350353951,0.922,0.781,6.80674894468408e-51
"mab-21",5.40758861362816e-54,0.19025846914699,0.409,0.298,1.08151772272563e-50
"CG4572",1.03698300184289e-53,0.202116882679744,0.24,0.125,2.07396600368578e-50
"CG5359",1.05878403331309e-53,0.134850261862008,0.292,0.181,2.11756806662619e-50
"Fkbp39",1.05906362692681e-53,0.410061936137187,0.628,0.464,2.11812725385361e-50
"RpL3",1.12539360942495e-53,0.30557610173876,0.93,0.793,2.2507872188499e-50
"Inx2",1.26303336589116e-53,0.139037558978498,0.384,0.257,2.52606673178231e-50
"lncRNA:CR44832",2.75682561599456e-53,0.271897249969555,0.314,0.22,5.51365123198912e-50
"E(spl)m6-BFM",3.78425179382923e-53,-0.689344461057741,0.254,0.321,7.56850358765845e-50
"slp1",2.3658069214165e-52,1.05089053972337,0.485,0.353,4.73161384283301e-49
"spoon",2.47816285351258e-52,0.238492080555187,0.355,0.233,4.95632570702516e-49
"RpS9",3.08626809486903e-52,0.232882124365463,0.95,0.845,6.17253618973806e-49
"Imp",1.52599148135728e-51,0.202715442717276,0.895,0.742,3.05198296271456e-48
"psq",3.66504353977229e-51,0.541709886324308,0.614,0.438,7.33008707954457e-48
"sqd",5.33857191991896e-51,0.406352801686908,0.752,0.56,1.06771438398379e-47
"CG43759",6.91220127920852e-51,0.28582425711463,0.481,0.334,1.3824402558417e-47
"RpL15",7.9470916928346e-51,0.271487817191373,0.967,0.881,1.58941833856692e-47
"rhea",9.06720307978617e-51,-0.538187376880449,0.211,0.3,1.81344061595723e-47
"Rpn2",1.42920688190353e-50,0.172193187087775,0.398,0.28,2.85841376380707e-47
"Lam",1.46227456809948e-50,0.135226277284939,0.511,0.344,2.92454913619897e-47
"mspo",5.9595605977671e-50,0.212477108556908,0.517,0.381,1.19191211955342e-46
"Taldo",6.09597046766676e-50,0.284401248747035,0.335,0.212,1.21919409353335e-46
"aay",8.76740299124237e-50,-0.182522940398561,0.295,0.19,1.75348059824847e-46
"disco-r",2.25317894193953e-49,0.373435495798538,0.412,0.299,4.50635788387905e-46
"RpL19",4.10633254970994e-49,0.304809891749114,0.971,0.885,8.21266509941988e-46
"RpL34b",4.14752291376362e-49,0.370052593619674,0.9,0.783,8.29504582752725e-46
"CG2145",5.54992517084474e-49,0.935773629941357,0.364,0.276,1.10998503416895e-45
"eEF1gamma",1.82118492356233e-48,0.319660241038257,0.645,0.476,3.64236984712466e-45
"lncRNA:CR46003",2.47147440431467e-48,0.370992147278017,0.514,0.378,4.94294880862934e-45
"RpS3",3.98229796982122e-48,0.314363963846395,0.887,0.738,7.96459593964244e-45
"vn",1.08808256235676e-47,0.248880094644677,0.31,0.234,2.17616512471351e-44
"alphaTub84B",1.1629023033073e-47,0.319958173706549,0.932,0.787,2.32580460661459e-44
"Atx2",2.15354251186471e-47,0.283395196859814,0.427,0.285,4.30708502372943e-44
"Ahcy",7.8420372523349e-47,0.216354235188399,0.379,0.269,1.56840745046698e-43
"mRpL54",8.9133944788332e-47,0.250399917795527,0.326,0.223,1.78267889576664e-43
"CCT5",1.95122411969596e-46,0.237700088278201,0.368,0.231,3.90244823939191e-43
"Nup358",3.81547822292501e-46,0.333205837566689,0.345,0.217,7.63095644585001e-43
"RpL8",1.00159847300388e-45,0.336900652840032,0.956,0.855,2.00319694600776e-42
"Hexo1",1.73794359386539e-45,0.191182786391314,0.258,0.155,3.47588718773079e-42
"Rack1",1.78906128464856e-45,0.290119421181921,0.846,0.695,3.57812256929712e-42
"Orcokinin",2.24520493168027e-45,-0.291573346380381,0.021,0.108,4.49040986336054e-42
"Nap1",2.98766971801443e-45,0.219023340896722,0.604,0.432,5.97533943602886e-42
"Atpalpha",5.22087643995845e-44,0.137884949885756,0.543,0.373,1.04417528799169e-40
"5-HT1A",1.02476466767891e-43,0.1152745240082,0.316,0.226,2.04952933535781e-40
"Alk",1.75156221666478e-43,0.409409307840062,0.509,0.36,3.50312443332956e-40
"RpL39",2.98033749612165e-43,0.133419932509231,1,1,5.9606749922433e-40
"CG2865",3.39097487860266e-43,0.799444365627648,0.427,0.282,6.78194975720533e-40
"mt:tRNA:Arg-TCG",4.88737439008819e-43,0.308004334705478,0.548,0.435,9.77474878017638e-40
"heph",6.22894090051249e-43,0.184091786115319,0.417,0.27,1.2457881801025e-39
"RpL5",1.25993610565778e-42,0.340196754494193,0.883,0.749,2.51987221131556e-39
"Tollo",1.47749314590983e-42,0.795844579552183,0.413,0.281,2.95498629181967e-39
"RpL7A",1.64151823288003e-42,0.335186836970502,0.907,0.789,3.28303646576005e-39
"CG42232",1.67582270732508e-42,0.273441651618833,0.307,0.203,3.35164541465015e-39
"beat-IIa",2.73019905733877e-42,0.556148019865268,0.411,0.289,5.46039811467754e-39
"Toll-7",5.48628014775701e-42,0.253405570707574,0.765,0.615,1.0972560295514e-38
"eIF2beta",5.73825711700165e-42,0.402770044773831,0.845,0.698,1.14765142340033e-38
"aru",6.27084270092917e-42,0.164747702037271,0.273,0.168,1.25416854018583e-38
"Coop",9.44443628353189e-42,0.129281511471109,0.271,0.182,1.88888725670638e-38
"CG10444",1.25713587754696e-41,-0.101862911696154,0.206,0.273,2.51427175509392e-38
"VhaM9.7-b",1.34403849647091e-41,0.133415042127955,0.339,0.246,2.68807699294181e-38
"Ccdc85",1.56220063021214e-41,0.109874160614163,0.332,0.245,3.12440126042427e-38
"nkt",2.04931073803376e-41,-0.125803364265419,0.173,0.241,4.09862147606752e-38
"Claspin",3.54982537153035e-41,0.832532517127971,0.359,0.273,7.09965074306069e-38
"lncRNA:CR30009",5.91498884019032e-41,0.408335664743865,0.591,0.447,1.18299776803806e-37
"Hat1",6.70785710521383e-41,0.756125335497092,0.415,0.316,1.34157142104277e-37
"igl",8.15490434880534e-41,-0.120964670974481,0.324,0.239,1.63098086976107e-37
"CG42268",8.33768080611309e-41,0.105662007919244,0.246,0.152,1.66753616122262e-37
"CG14434",3.07093007392949e-40,0.278706921832814,0.407,0.301,6.14186014785898e-37
"Jheh2",3.64059665221581e-40,0.318900332381876,0.337,0.248,7.28119330443163e-37
"CG8306",4.95358271441234e-40,0.135950439930632,0.31,0.242,9.90716542882468e-37
"DNApol-alpha180",5.05905825028924e-40,0.227314229091676,0.228,0.122,1.01181165005785e-36
"ytr",8.86016860390938e-40,0.614924824237585,0.374,0.236,1.77203372078188e-36
"RpL13A",1.92822059303526e-39,0.397417328493606,0.962,0.882,3.85644118607052e-36
"Hsc70Cb",2.56600892564643e-39,0.367441465481717,0.82,0.695,5.13201785129286e-36
"kek3",6.90149207430791e-39,0.23575005492429,0.368,0.261,1.38029841486158e-35
"smt3",7.46687946882959e-39,0.184945749103504,0.998,0.987,1.49337589376592e-35
"CG1572",7.69512634110009e-39,-0.166645131513752,0.333,0.251,1.53902526822002e-35
"RpL10",1.92075496470962e-38,0.287295099990289,0.981,0.914,3.84150992941925e-35
"CG3788",2.70643828152836e-38,0.385453901733528,0.332,0.247,5.41287656305673e-35
"lncRNA:noe",2.86901857190474e-38,0.210385898591792,0.716,0.502,5.73803714380947e-35
"CG18428",4.86648021834125e-38,0.202985056156981,0.389,0.296,9.7329604366825e-35
"Fas2",5.11379861578167e-38,0.262942514597569,0.764,0.629,1.02275972315633e-34
"GstE12",6.01264071092351e-38,0.179897322685426,0.317,0.224,1.2025281421847e-34
"CG6388",1.28618110388981e-37,0.111423129939308,0.306,0.207,2.57236220777962e-34
"CG10803",1.66196602850435e-37,0.2292725525477,0.191,0.07,3.32393205700869e-34
"lncRNA:CR43626",1.90339403423092e-37,0.437055361922051,0.188,0.261,3.80678806846183e-34
"Ae2",2.19641790353327e-37,0.171509522241786,0.306,0.224,4.39283580706653e-34
"CG45263",2.29440392030796e-37,0.313367320724735,0.226,0.285,4.58880784061592e-34
"Paics",2.56793440429258e-37,0.201896269762225,0.313,0.231,5.13586880858516e-34
"RpL26",3.08075810472384e-37,0.163753701879682,0.972,0.888,6.16151620944767e-34
"RpL17",3.49034157597442e-36,0.163444063099475,0.95,0.854,6.98068315194883e-33
"goe",7.16152111185712e-36,0.276557528116237,0.323,0.255,1.43230422237142e-32
"oc",8.21930484998748e-36,-0.704591163267095,0.318,0.213,1.6438609699975e-32
"Dfd",1.20302091853978e-35,-0.120521842229034,0.183,0.247,2.40604183707956e-32
"CG5112",1.23209049234441e-35,0.20597073233272,0.258,0.168,2.46418098468883e-32
"RpS14a",1.33961000970083e-35,0.148133214494584,0.905,0.795,2.67922001940165e-32
"CG43313",2.5340505402931e-35,0.123432128738219,0.358,0.274,5.06810108058621e-32
"CG40472",2.82950471478892e-35,-0.129871377295079,0.133,0.199,5.65900942957784e-32
"CG10576",3.0881348621376e-35,-0.129317529045818,0.348,0.239,6.1762697242752e-32
"JhI-21",3.48422397200731e-35,0.230888824293079,0.334,0.249,6.96844794401462e-32
"Eip93F",5.23840883466301e-35,-0.135709278422784,0.086,0.153,1.0476817669326e-31
"Jupiter",7.39892403268342e-35,0.207965368371648,0.555,0.407,1.47978480653668e-31
"lncRNA:CR40469",1.05889399132488e-34,0.275998113349225,0.967,0.88,2.11778798264975e-31
"Prosalpha6",1.06649257307993e-34,0.301506306761992,0.415,0.284,2.13298514615985e-31
"CG4409",2.44574667444261e-34,-0.223958149188644,0.188,0.244,4.89149334888522e-31
"CG8507",3.30289330953162e-34,-0.143038072115164,0.077,0.132,6.60578661906323e-31
"Hsp23",3.6444965569967e-34,0.334339618967949,0.5,0.364,7.2889931139934e-31
"yps",6.13538792188932e-34,0.189963260254387,0.535,0.378,1.22707758437786e-30
"Dhit",1.90925372255547e-33,0.205594853427764,0.414,0.3,3.81850744511093e-30
"Ote",2.44318369719611e-33,0.327649703095632,0.368,0.279,4.88636739439222e-30
"CG43347",2.85466670672633e-33,0.137979284706264,0.325,0.237,5.70933341345265e-30
"Pp1alpha-96A",6.9590997234032e-33,0.271473201375881,0.36,0.259,1.39181994468064e-29
"CG32982",9.43798724575297e-33,0.118376176241242,0.285,0.207,1.88759744915059e-29
"Jafrac1",9.98908002873052e-33,0.28130684086416,0.808,0.689,1.9978160057461e-29
"mgl",1.16912971475029e-32,0.1697198755683,0.353,0.272,2.33825942950057e-29
"DNApol-alpha60",1.18692460057921e-32,0.35754103690544,0.243,0.137,2.37384920115842e-29
"NHP2",1.31291848737761e-32,-0.153815130696885,0.363,0.252,2.62583697475522e-29
"Prps",1.43242354586667e-32,0.167782000911689,0.406,0.321,2.86484709173335e-29
"CG10527",2.36115074768838e-32,-0.11470800223424,0.197,0.251,4.72230149537675e-29
"CG34132",3.26050495834311e-32,-0.153008094778677,0.196,0.257,6.52100991668623e-29
"FBti0062856",4.63545386814299e-32,0.411382356747467,0.196,0.259,9.27090773628598e-29
"RpS3A",4.81640666182124e-32,0.205563418825207,0.91,0.778,9.63281332364247e-29
"fabp",4.98418626236275e-32,0.305480465980023,0.843,0.682,9.96837252472551e-29
"Non3",5.18970847096107e-32,-0.148475715817341,0.193,0.255,1.03794169419221e-28
"IntS11",7.49568381531493e-32,0.585598514861091,0.383,0.294,1.49913676306299e-28
"Gapdh2",7.69266683781087e-32,0.158423589962512,0.58,0.447,1.53853336756217e-28
"Dscam2",9.28622706623713e-32,0.697196440264595,0.339,0.218,1.85724541324743e-28
"Nop56",1.67704055692954e-31,-0.241358658883705,0.238,0.308,3.35408111385908e-28
"Ntf-2",2.00813221346843e-31,0.365076502825755,0.472,0.346,4.01626442693686e-28
"e(r)",2.27573481414177e-31,0.161149761395554,0.453,0.35,4.55146962828354e-28
"CG17124",2.54006354461603e-31,0.166745177546332,0.429,0.298,5.08012708923205e-28
"feo",2.91755600855026e-31,0.368335065620019,0.69,0.565,5.83511201710052e-28
"Dtg",3.00111235887684e-31,0.840508771946708,0.213,0.27,6.00222471775368e-28
"kst",3.18925979649255e-31,0.435644120556586,0.399,0.316,6.37851959298509e-28
"acj6",3.41259672089354e-31,0.145925971118518,0.151,0.209,6.82519344178708e-28
"CG11768",5.05159862124964e-31,0.124085651355976,0.336,0.242,1.01031972424993e-27
"CG8300",6.44195931740047e-31,0.103146922531331,0.328,0.243,1.28839186348009e-27
"Myo10A",7.75113824320065e-31,0.506891716494071,0.277,0.191,1.55022764864013e-27
"Syb",9.06442701142368e-31,0.200110818680808,0.349,0.253,1.81288540228473e-27
"RPA3",3.26770218403808e-30,0.500963234729583,0.45,0.348,6.53540436807617e-27
"sdk",6.2661149045839e-30,0.312320307428018,0.281,0.183,1.25322298091678e-26
"Prosap",4.17203968092893e-29,0.314362155724407,0.357,0.247,8.34407936185787e-26
"mRpL34",7.01500310166851e-29,0.433880674405243,0.505,0.393,1.4030006203337e-25
"dsd",7.49227324720421e-29,0.175590153161475,0.487,0.389,1.49845464944084e-25
"Tis11",1.60564555362817e-28,0.310562384035914,0.429,0.316,3.21129110725634e-25
"Hey",1.92952618310835e-28,-0.50822388956825,0.262,0.301,3.85905236621669e-25
