"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"pbl",0.425137800529299,0.664242368297536,0.406,0.494,1
"Pdi",0.463603656919358,0.187420624326552,0.174,0.251,1
"yip2",0.466204732992108,-0.161077924293617,0.212,0.257,1
"CG17982",0.475480536294607,0.140202850121843,0.235,0.3,1
"twit",0.486196168384892,0.122610003602823,0.245,0.28,1
"Con",0.588223428614566,0.634745643280793,0.278,0.328,1
"RhoGEF2",0.603679886020079,0.482029470000189,0.26,0.307,1
"RhoGEF4",0.619732663049095,-0.396595118391532,0.251,0.319,1
"His3.3B",0.625399750934644,0.353661521721985,0.886,0.996,1
"RpL18",0.666417493990479,0.386320412583236,0.815,0.992,1
"RpL21",0.70515427907539,0.344208919768387,0.849,0.99,1
"E(spl)m7-HLH",0.723181605918119,1.11933499306596,0.386,0.431,1
"RpL10Ab",0.74499859815271,0.328255742250279,0.842,0.997,1
"Obp99a",0.841377019859669,1.04837574626245,0.49,0.653,1
"CG4572",0.874027007862948,-0.279279851920281,0.125,0.193,1
"CG3847",0.956945562428421,-0.168327337026912,0.166,0.238,1
